tx_id,timestamp,sender_account,receiver_account,origin_region,destination_region,amount,currency,narrative,channel,chain_id,risk_signal,label
RB-000287,2026-01-12 02:00:00,CROWN-40102,EAST-24146,United Kingdom,United Arab Emirates,3568.27,HKD,monthly supplier payment,ach,,none,legitimate
RB-000024,2026-01-12 02:00:00,DELTA-19573,DELTA-24129,United Kingdom,Singapore,42011.61,USD,monthly supplier payment,card,RULE-0024,large transfer threshold,suspicious
RB-000158,2026-01-12 07:00:00,DELTA-87458,DELTA-52767,United Kingdom,Hong Kong,3379.94,SGD,payroll batch,ach,,none,legitimate
RB-000003,2026-01-12 09:00:00,ALPHA-14673,DELTA-83370,United Kingdom,Singapore,44897.34,USD,monthly supplier payment,wire,RULE-0003,large transfer threshold,suspicious
RB-000261,2026-01-12 09:00:00,CROWN-60661,CROWN-40102,United Kingdom,United Arab Emirates,7779.73,HKD,platform settlement,ach,,none,legitimate
RB-000134,2026-01-12 11:00:00,NOVA-30643,EAST-24146,United Kingdom,Hong Kong,3377.57,HKD,tax remittance,ach,,none,legitimate
RB-000268,2026-01-12 11:00:00,DELTA-69374,BRIDGE-22336,United States,Singapore,2430.27,EUR,platform settlement,wire,,none,legitimate
RB-000281,2026-01-12 11:00:00,CROWN-75506,NOVA-46459,United Kingdom,United Arab Emirates,2084.08,SGD,tax remittance,card,,none,legitimate
RB-000185,2026-01-12 13:00:00,CROWN-75506,DELTA-52767,United States,Hong Kong,658.14,EUR,shipping invoice,wire,,none,legitimate
RB-000206,2026-01-12 20:00:00,ALPHA-17850,ALPHA-88045,United States,United Arab Emirates,8669.62,USD,tax remittance,card,,none,legitimate
RB-000056,2026-01-13 01:00:00,NOVA-46459,CROWN-40102,United Kingdom,Singapore,10805.36,EUR,software subscription,ach,,none,legitimate
RB-000285,2026-01-13 03:00:00,NOVA-90472,DELTA-73808,United States,Singapore,7047.85,USD,tax remittance,card,,none,legitimate
RB-000153,2026-01-13 05:00:00,DELTA-25465,BRIDGE-98461,United Kingdom,United Arab Emirates,3592.86,EUR,payroll batch,wallet,,none,legitimate
RB-000088,2026-01-13 06:00:00,DELTA-82255,EAST-92503,United States,Singapore,4954.22,GBP,monthly supplier payment,wire,,none,legitimate
RB-000055,2026-01-13 08:00:00,NOVA-30643,ALPHA-71602,United States,United Arab Emirates,3741.92,USD,payroll batch,ach,,none,legitimate
RB-000259,2026-01-13 09:00:00,EAST-24146,EAST-11966,United States,United Arab Emirates,5292.58,USD,software subscription,wallet,,none,legitimate
RB-000125,2026-01-13 09:00:00,EAST-13942,DELTA-19573,United Kingdom,Singapore,8681.6,SGD,software subscription,wire,,none,legitimate
RB-000209,2026-01-13 10:00:00,BRIDGE-41711,BRIDGE-34203,United Kingdom,United Arab Emirates,2040.56,GBP,shipping invoice,card,,none,legitimate
RB-000169,2026-01-13 13:00:00,NOVA-23244,BRIDGE-37488,United States,Singapore,2517.17,USD,payroll batch,wire,,none,legitimate
RB-000049,2026-01-13 15:00:00,BRIDGE-21884,DELTA-25465,United States,Singapore,37812.29,SGD,software subscription,ach,RULE-0049,large transfer threshold,suspicious
RB-000063,2026-01-13 16:00:00,CROWN-60661,EAST-72359,United Kingdom,United Arab Emirates,6617.74,EUR,tax remittance,wire,,none,legitimate
RB-000054,2026-01-13 17:00:00,EAST-72359,NOVA-23244,United Kingdom,Singapore,37900.99,HKD,platform settlement,wallet,RULE-0054,large transfer threshold,suspicious
RB-000288,2026-01-13 19:00:00,DELTA-69222,DELTA-73808,United Kingdom,Hong Kong,8720.51,HKD,tax remittance,wire,,none,legitimate
RB-000240,2026-01-13 19:00:00,BRIDGE-99401,ALPHA-12213,United States,Hong Kong,2023.48,HKD,software subscription,card,,none,legitimate
RB-000001,2026-01-13 19:00:00,NOVA-46459,EAST-92503,United Kingdom,Hong Kong,40871.83,USD,platform settlement,card,RULE-0001,large transfer threshold,suspicious
RB-000094,2026-01-13 19:00:00,CROWN-75506,CROWN-54157,United Kingdom,Hong Kong,1899.2,HKD,platform settlement,wallet,,none,legitimate
RB-000229,2026-01-13 20:00:00,DELTA-19573,BRIDGE-98461,United Kingdom,United Arab Emirates,4688.81,EUR,monthly supplier payment,ach,,none,legitimate
RB-000236,2026-01-13 21:00:00,BRIDGE-41711,DELTA-19573,United Kingdom,Singapore,5796.64,EUR,monthly supplier payment,wallet,,none,legitimate
RB-000093,2026-01-13 21:00:00,DELTA-87458,EAST-11966,United States,Hong Kong,3085.39,GBP,platform settlement,wire,,none,legitimate
RB-000065,2026-01-13 22:00:00,ALPHA-14673,ALPHA-43291,United States,Hong Kong,12749.39,SGD,monthly supplier payment,wire,,none,legitimate
RB-000144,2026-01-14 00:00:00,DELTA-49767,NOVA-10071,United States,Singapore,12228.2,HKD,payroll batch,card,,none,legitimate
RB-000276,2026-01-14 02:00:00,DELTA-52767,ALPHA-17850,United States,Hong Kong,3297.05,USD,tax remittance,card,,none,legitimate
RB-000182,2026-01-14 02:00:00,DELTA-83370,EAST-18279,United States,Hong Kong,7594.11,SGD,software subscription,card,,none,legitimate
RB-000197,2026-01-14 03:00:00,NOVA-30643,DELTA-52767,United Kingdom,Singapore,2464.06,HKD,tax remittance,ach,,none,legitimate
RB-000143,2026-01-14 03:00:00,ALPHA-88045,NOVA-90683,United Kingdom,Hong Kong,4425.96,EUR,software subscription,wallet,,none,legitimate
RB-000120,2026-01-14 04:00:00,EAST-86989,CROWN-60661,United Kingdom,Hong Kong,1806.22,GBP,platform settlement,card,,none,legitimate
RB-000076,2026-01-14 06:00:00,BRIDGE-34203,DELTA-62091,United Kingdom,Hong Kong,1084.09,EUR,monthly supplier payment,card,,none,legitimate
RB-000033,2026-01-14 08:00:00,EAST-86989,ALPHA-43291,United Kingdom,Singapore,40440.26,USD,payroll batch,wire,RULE-0033,large transfer threshold,suspicious
RB-000167,2026-01-14 09:00:00,CROWN-60661,ALPHA-14673,United States,Hong Kong,19662.52,GBP,payroll batch,ach,,none,legitimate
RB-000271,2026-01-14 13:00:00,ALPHA-12213,BRIDGE-98461,United Kingdom,Hong Kong,14106.13,GBP,tax remittance,card,,none,legitimate
RB-000232,2026-01-14 17:00:00,EAST-72359,DELTA-52767,United Kingdom,Hong Kong,3191.99,SGD,tax remittance,wallet,,none,legitimate
RB-000092,2026-01-14 18:00:00,DELTA-87458,CROWN-11985,United Kingdom,Singapore,8385.84,HKD,platform settlement,wallet,,none,legitimate
RB-000172,2026-01-14 18:00:00,EAST-18279,BRIDGE-98461,United Kingdom,United Arab Emirates,28441.63,EUR,platform settlement,wallet,,none,legitimate
RB-000166,2026-01-14 18:00:00,CROWN-40102,EAST-72359,United States,United Arab Emirates,5564.78,USD,monthly supplier payment,card,,none,legitimate
RB-000234,2026-01-14 19:00:00,BRIDGE-99401,EAST-93158,United States,Hong Kong,4966.1,HKD,platform settlement,wallet,,none,legitimate
RB-000023,2026-01-14 23:00:00,BRIDGE-41711,EAST-34692,United Kingdom,Singapore,38650.48,EUR,shipping invoice,wallet,RULE-0023,large transfer threshold,suspicious
RB-000030,2026-01-15 01:00:00,DELTA-25465,ALPHA-96828,United States,United Arab Emirates,38244.57,USD,shipping invoice,card,RULE-0030,large transfer threshold,suspicious
RB-000124,2026-01-15 03:00:00,NOVA-10071,DELTA-49767,United States,United Arab Emirates,2398.33,EUR,software subscription,ach,,none,legitimate
RB-000289,2026-01-15 05:00:00,BRIDGE-34203,EAST-72359,United Kingdom,United Arab Emirates,2947.8,EUR,software subscription,ach,,none,legitimate
RB-000118,2026-01-15 08:00:00,EAST-47885,ALPHA-50790,United States,United Arab Emirates,3588.2,HKD,software subscription,card,,none,legitimate
RB-000180,2026-01-15 08:00:00,DELTA-87458,NOVA-46459,United Kingdom,United Arab Emirates,8741.65,EUR,tax remittance,wire,,none,legitimate
RB-000127,2026-01-15 09:00:00,BRIDGE-41711,NOVA-10071,United Kingdom,Singapore,3157.64,SGD,monthly supplier payment,wire,,none,legitimate
RB-000215,2026-01-15 11:00:00,ALPHA-19204,CROWN-75506,United States,Hong Kong,4955.31,HKD,payroll batch,card,,none,legitimate
RB-000012,2026-01-15 12:00:00,BRIDGE-37488,EAST-86989,United Kingdom,United Arab Emirates,46459.13,GBP,monthly supplier payment,wire,RULE-0012,large transfer threshold,suspicious
RB-000009,2026-01-15 14:00:00,DELTA-25465,EAST-72359,United States,Singapore,38208.24,EUR,payroll batch,wire,RULE-0009,large transfer threshold,suspicious
RB-000084,2026-01-15 16:00:00,DELTA-19573,CROWN-75506,United Kingdom,Singapore,3749.25,EUR,platform settlement,card,,none,legitimate
RB-000147,2026-01-15 17:00:00,NOVA-23244,EAST-13942,United Kingdom,United Arab Emirates,2298.57,SGD,shipping invoice,wire,,none,legitimate
RB-000111,2026-01-15 17:00:00,BRIDGE-27166,ALPHA-14673,United Kingdom,Singapore,5949.98,HKD,monthly supplier payment,wallet,,none,legitimate
RB-000204,2026-01-15 21:00:00,DELTA-49767,ALPHA-69943,United States,Singapore,3436.38,SGD,platform settlement,card,,none,legitimate
RB-000300,2026-01-15 21:00:00,ALPHA-69943,DELTA-49767,United Kingdom,United Arab Emirates,2745.91,USD,shipping invoice,wallet,,none,legitimate
RB-000069,2026-01-15 22:00:00,ALPHA-88045,BRIDGE-27166,United States,Singapore,2688.45,SGD,shipping invoice,card,,none,legitimate
RB-000245,2026-01-15 22:00:00,DELTA-73808,BRIDGE-42294,United Kingdom,Singapore,1547.53,HKD,tax remittance,wire,,none,legitimate
RB-000267,2026-01-15 23:00:00,EAST-72359,BRIDGE-99401,United States,United Arab Emirates,6859.64,USD,payroll batch,card,,none,legitimate
RB-000051,2026-01-16 03:00:00,EAST-34692,CROWN-75506,United Kingdom,United Arab Emirates,38094.5,EUR,monthly supplier payment,wallet,RULE-0051,large transfer threshold,suspicious
RB-000278,2026-01-16 08:00:00,BRIDGE-22336,BRIDGE-93924,United Kingdom,Hong Kong,570.34,SGD,software subscription,wire,,none,legitimate
RB-000020,2026-01-16 10:00:00,EAST-93158,CROWN-54157,United States,Singapore,43231.7,SGD,shipping invoice,ach,RULE-0020,large transfer threshold,suspicious
RB-000106,2026-01-16 15:00:00,ALPHA-96828,DELTA-82255,United Kingdom,Singapore,7027.17,USD,shipping invoice,card,,none,legitimate
RB-000034,2026-01-16 17:00:00,DELTA-82255,BRIDGE-99401,United Kingdom,United Arab Emirates,37263.33,EUR,shipping invoice,ach,RULE-0034,large transfer threshold,suspicious
RB-000032,2026-01-16 19:00:00,ALPHA-96828,NOVA-90472,United Kingdom,Singapore,47015.66,USD,platform settlement,wire,RULE-0032,large transfer threshold,suspicious
RB-000265,2026-01-16 19:00:00,CROWN-40102,NOVA-30643,United States,Singapore,6035.68,EUR,shipping invoice,card,,none,legitimate
RB-000135,2026-01-16 20:00:00,ALPHA-14673,ALPHA-17850,United Kingdom,United Arab Emirates,1627.28,EUR,platform settlement,ach,,none,legitimate
RB-000190,2026-01-16 21:00:00,ALPHA-19204,NOVA-30643,United Kingdom,Singapore,5618.81,USD,monthly supplier payment,card,,none,legitimate
RB-000038,2026-01-16 23:00:00,DELTA-52767,BRIDGE-27166,United Kingdom,United Arab Emirates,38360.91,SGD,payroll batch,wallet,RULE-0038,large transfer threshold,suspicious
RB-000152,2026-01-17 00:00:00,DELTA-24129,EAST-18279,United Kingdom,United Arab Emirates,4617.95,SGD,payroll batch,wire,,none,legitimate
RB-000217,2026-01-17 01:00:00,DELTA-83370,EAST-18279,United Kingdom,United Arab Emirates,5696.97,HKD,monthly supplier payment,card,,none,legitimate
RB-000198,2026-01-17 01:00:00,DELTA-24129,CROWN-11985,United Kingdom,Singapore,1474.59,SGD,tax remittance,wallet,,none,legitimate
RB-000184,2026-01-17 03:00:00,ALPHA-14673,DELTA-49767,United States,Singapore,4732.64,SGD,monthly supplier payment,ach,,none,legitimate
RB-000052,2026-01-17 03:00:00,BRIDGE-22336,DELTA-69222,United Kingdom,Hong Kong,37287.46,EUR,payroll batch,wire,RULE-0052,large transfer threshold,suspicious
RB-000237,2026-01-17 03:00:00,NOVA-90683,CROWN-75506,United Kingdom,United Arab Emirates,1257.75,USD,payroll batch,wire,,none,legitimate
RB-000262,2026-01-17 03:00:00,BRIDGE-42294,EAST-47885,United Kingdom,Hong Kong,4141.13,EUR,shipping invoice,wire,,none,legitimate
RB-000121,2026-01-17 05:00:00,ALPHA-69943,EAST-72359,United Kingdom,Singapore,5877.44,USD,platform settlement,wire,,none,legitimate
RB-000036,2026-01-17 07:00:00,NOVA-23244,EAST-11966,United Kingdom,United Arab Emirates,41448.02,HKD,tax remittance,ach,RULE-0036,large transfer threshold,suspicious
RB-000037,2026-01-17 07:00:00,DELTA-24129,EAST-24146,United Kingdom,Singapore,45631.5,SGD,software subscription,ach,RULE-0037,large transfer threshold,suspicious
RB-000071,2026-01-17 08:00:00,EAST-92503,BRIDGE-41711,United Kingdom,United Arab Emirates,7041.74,GBP,monthly supplier payment,wire,,none,legitimate
RB-000293,2026-01-17 08:00:00,NOVA-46459,CROWN-60661,United States,Hong Kong,2584.03,GBP,software subscription,wire,,none,legitimate
